0.5,1.0,100000,1.3818375172037491,10,100,1
0.9,1.0,100000,1.763392290354119,10,100,1
0.95,1.0,100000,1.9705391522255402,10,100,1
0.99,1.0,100000,2.951019577850859,10,100,1
0.99,1.0,100000,10.658090804287502,2,10,1
0.5,1.0,100000,1.3825822834638781,10,100,1
0.9,1.0,100000,1.763254537724625,10,100,1
0.95,1.0,100000,1.9793288531287596,10,100,1
0.99,1.0,100000,3.145419188496089,10,100,1
0.99,1.0,100000,111.46726503119832,1,10,1
0.5,1.0,100000,1.9976339880366953,1,100,1
0.9,1.0,100000,9.956566793289975,1,100,1
0.95,1.0,100000,19.55549837870816,1,100,1
0.99,1.0,100000,91.31504555773508,1,100,1
0.5,1.0,100000,1.9998736336592446,1,100,1
0.9,1.0,100000,9.991990278349615,1,100,1
0.95,1.0,100000,19.901265561229224,1,100,1
0.99,1.0,100000,90.04054735351563,1,100,1
0.7,1.0,100000,3.242782200306324,-1,1,1
0.5,1.0,100000,2.002413509787005,1,100,1
0.9,1.0,100000,9.99123351020568,1,100,1
0.95,1.0,100000,19.93959943955994,1,100,1
0.99,1.0,100000,88.6158492338128,1,100,1
0.99,1.0,100000,9.957937351884219,2,10,1
